23;20;94;53;52;0;48;86;46;5;94;0;24;43;41;75;25;38;66;58;84;66;11;58;9;50;68;54;80;95;87;66;82;36;97;74;12;98;26;52;86;83;1;93;22;56;82;80;36;58;78;39;98;63;38;98;53;9;79;19;100;98;63;91;21;51;77;63;41;72;10;21;84;86;23;33;78;64;75;74;
91;55;16;42;93;15;19;95;100;15;48;91;18;20;14;38;17;74;20;93;95;21;69;79;67;43;100;1;50;5;73;53;17;8;87;48;17;96;54;71;23;92;35;29;35;1;32;69;66;20;54;95;78;22;85;22;54;96;70;2;13;79;87;21;55;46;60;87;93;96;67;82;78;31;7;51;80;5;70;58;
37;71;59;48;15;69;13;9;9;94;24;44;13;1;72;38;9;17;29;89;87;9;85;81;29;81;2;95;56;32;96;10;56;73;60;37;0;18;49;52;57;0;45;67;49;14;42;44;60;2;65;23;43;36;98;97;33;32;58;54;32;100;78;53;55;85;46;91;74;35;91;17;23;22;27;91;55;35;61;64;
64;46;25;9;80;91;43;60;38;89;48;6;55;5;22;89;0;81;97;86;13;10;26;2;75;25;63;17;85;59;1;13;100;73;64;52;45;58;77;35;89;96;49;33;25;70;1;53;38;64;39;22;53;57;90;99;38;18;26;27;97;57;13;92;76;67;95;8;78;45;95;59;42;98;20;50;45;57;31;73;
23;74;78;54;57;33;52;17;78;98;82;30;0;51;100;13;18;36;23;10;0;91;17;35;78;58;99;95;51;6;19;16;74;36;24;72;98;20;13;83;98;92;19;95;48;13;75;84;27;52;14;40;96;22;42;94;89;97;49;66;94;41;70;5;73;98;68;86;41;59;55;69;27;96;40;5;7;58;100;95;
46;97;86;67;40;61;42;36;74;24;70;23;63;48;50;5;36;22;10;29;56;83;72;87;40;89;14;43;39;41;16;52;63;98;24;97;79;19;12;30;55;31;67;42;1;95;17;26;33;72;16;16;89;56;68;86;27;26;27;98;73;39;32;4;28;47;21;86;58;0;50;46;41;38;24;74;88;11;34;35;
88;14;3;93;81;15;71;3;14;95;12;2;36;54;22;29;28;87;44;93;88;69;8;9;92;33;6;36;79;93;31;45;43;29;69;82;87;0;88;89;64;66;64;77;21;31;77;18;100;15;43;88;45;43;25;26;82;55;66;88;89;27;78;46;2;55;85;39;66;85;3;39;31;73;13;24;87;12;63;50;
90;19;58;80;7;43;19;93;93;38;10;85;76;52;64;33;53;98;19;39;85;7;35;88;18;56;29;70;92;14;87;42;39;45;58;28;23;0;64;59;43;100;89;61;2;62;3;84;38;80;22;57;39;86;92;54;13;42;34;25;34;68;2;64;40;5;7;18;1;40;83;1;86;43;13;36;82;25;0;12;
97;56;21;19;55;45;94;25;91;31;90;93;64;28;95;38;9;13;21;27;34;22;69;11;68;32;76;43;83;40;53;83;78;29;75;94;3;93;50;34;67;78;19;21;65;67;73;14;74;86;77;3;45;51;34;9;32;91;47;29;1;17;69;65;93;50;62;56;63;62;66;79;18;68;66;49;44;39;100;51;
82;14;71;37;39;25;7;20;69;64;30;99;43;12;21;100;44;92;69;42;12;100;12;75;27;16;56;8;53;42;51;79;48;34;17;23;49;73;24;48;50;62;69;21;80;67;40;72;57;80;89;7;78;63;75;39;84;67;93;76;99;97;66;88;71;89;38;91;15;84;20;53;88;91;2;5;50;55;41;10;
97;52;66;90;13;19;49;33;87;63;89;11;32;66;8;42;14;26;62;19;67;16;99;62;20;82;100;81;1;10;41;31;66;43;24;66;58;95;12;52;41;37;51;76;81;37;24;74;6;33;79;73;45;80;51;21;23;50;89;31;77;34;50;45;56;66;11;5;99;13;43;72;82;100;62;18;4;11;11;27;
57;26;47;17;24;48;61;37;97;50;27;16;68;97;4;18;45;59;67;37;0;28;66;85;79;40;84;65;88;50;93;1;52;7;96;65;69;57;38;34;76;47;38;14;84;63;33;44;88;45;28;86;57;36;16;24;43;61;10;63;3;98;4;32;28;92;73;44;70;72;39;30;30;72;12;68;65;84;87;13;
62;43;40;61;76;2;41;59;81;83;61;47;36;60;12;46;59;32;40;65;1;32;88;74;79;5;48;26;45;63;14;63;47;13;68;33;32;82;0;95;72;36;8;96;41;52;19;5;62;15;87;83;77;70;76;1;64;22;66;92;2;61;98;65;92;20;22;1;17;19;15;13;86;24;38;21;49;8;7;38;
0;15;100;81;9;55;68;87;100;26;70;51;12;66;11;31;11;41;29;0;80;32;8;86;39;46;35;91;10;71;19;16;58;98;88;61;89;96;3;85;75;14;66;30;28;43;100;23;49;89;42;15;55;96;53;81;32;57;18;2;46;71;34;2;73;50;77;6;49;28;78;71;68;88;80;56;87;83;35;72;
71;9;56;14;0;50;93;19;78;20;38;35;18;53;82;85;91;7;93;83;28;4;84;49;36;69;2;16;13;97;75;25;29;77;75;99;52;49;29;88;92;42;13;71;79;10;42;92;17;86;65;46;10;72;82;7;92;59;51;19;43;0;55;1;85;30;75;16;31;54;49;6;4;74;29;9;25;4;65;35;
84;44;32;78;70;42;75;3;91;80;46;57;45;47;27;12;44;32;95;51;66;57;49;92;0;91;15;89;4;28;36;28;33;67;4;50;99;95;54;34;76;74;66;80;46;59;41;24;93;73;6;6;17;88;16;73;6;73;51;19;83;12;14;83;48;39;72;8;2;19;68;80;15;56;88;12;8;46;97;40;
26;94;72;3;83;8;83;27;20;30;6;43;55;0;70;11;66;33;16;91;58;72;2;94;76;26;48;68;24;14;20;80;82;47;97;15;32;73;30;51;66;70;27;74;20;76;13;100;27;59;3;29;40;98;16;73;16;72;82;78;76;80;25;98;79;28;18;2;94;90;7;61;91;45;56;39;85;89;15;11;
13;92;83;10;19;31;20;85;97;39;78;65;1;4;49;47;58;55;77;81;73;10;43;31;86;13;60;62;11;35;37;61;82;38;75;60;41;38;5;18;4;56;21;62;71;98;18;26;7;16;14;5;10;3;39;77;29;8;81;72;69;49;69;50;32;66;21;83;19;3;22;22;77;13;77;37;98;74;2;48;
13;99;37;55;12;37;99;85;86;64;56;57;62;39;50;25;49;91;62;51;95;9;28;93;39;65;80;53;72;70;81;75;83;36;50;56;36;19;9;6;56;95;83;14;42;21;37;47;38;12;70;16;47;84;95;81;66;99;57;21;1;21;1;96;66;98;44;2;94;92;77;82;26;80;76;62;73;77;44;46;
46;95;92;87;6;1;96;55;35;20;60;14;60;54;40;98;31;8;82;27;57;6;92;27;1;57;30;66;46;19;6;89;36;97;36;4;0;100;59;93;79;43;21;79;40;12;55;19;21;96;32;24;80;66;36;33;3;32;53;46;84;86;38;1;51;56;65;78;13;71;19;8;6;70;50;4;15;2;48;39;
45;78;21;1;96;50;81;88;17;94;52;42;79;38;62;23;44;70;4;66;43;74;83;87;87;70;57;10;20;7;73;17;57;60;4;94;98;51;3;68;34;32;30;28;43;31;77;6;40;0;30;3;85;4;16;100;24;7;38;25;66;94;2;21;47;22;4;46;12;25;3;57;18;14;16;5;74;65;37;79;
31;87;3;10;76;67;79;44;70;7;40;34;29;97;54;83;37;18;61;32;65;56;17;98;64;13;38;24;43;19;59;13;8;4;15;27;46;22;91;65;88;24;26;9;50;90;90;92;53;92;61;92;83;50;87;24;38;27;62;84;98;94;58;64;56;100;3;13;4;72;81;61;0;67;74;20;5;100;0;90;
68;22;95;74;100;71;15;49;4;97;36;44;80;33;21;33;41;89;83;75;11;22;90;71;20;43;26;6;65;46;61;10;78;84;39;4;95;93;6;29;22;87;7;30;58;18;67;75;85;53;38;22;58;77;7;78;78;62;35;17;36;8;7;58;16;75;29;61;85;8;67;45;37;48;48;98;9;75;39;87;
42;73;32;73;26;30;40;41;45;61;92;0;8;65;30;75;24;87;36;0;28;68;39;29;43;38;9;56;49;35;82;89;21;6;64;78;42;74;78;42;84;15;75;64;45;58;45;35;50;38;33;58;90;78;43;84;61;27;26;40;0;72;82;50;49;77;50;84;50;69;20;15;86;4;39;60;37;3;5;73;
9;64;65;13;87;86;4;88;14;41;13;0;73;22;79;61;65;34;7;50;55;97;44;66;25;59;73;5;48;33;99;34;97;71;86;98;91;29;54;44;91;18;73;93;7;57;79;1;96;86;74;24;55;82;55;88;10;93;36;24;27;45;70;24;77;49;48;63;81;15;65;7;69;23;79;11;84;95;91;55;
16;79;86;9;66;40;33;54;1;95;16;48;99;96;80;2;57;73;52;32;78;16;3;72;26;18;99;47;51;44;59;45;98;63;71;80;35;82;17;73;95;11;96;39;26;84;69;32;98;73;3;37;28;24;45;17;97;10;29;34;60;81;90;5;96;58;46;78;26;50;93;91;53;15;50;55;39;60;22;74;
75;47;39;86;78;23;72;66;74;67;8;50;47;38;94;95;29;83;28;20;43;48;3;82;47;5;7;57;31;45;32;34;71;50;59;84;82;28;10;19;6;68;58;76;12;73;83;40;52;41;31;64;38;6;0;83;18;4;4;38;86;6;15;77;63;20;26;51;6;49;87;19;62;40;81;61;26;93;70;2;
16;44;59;88;69;80;7;14;92;6;57;38;45;67;71;64;88;97;96;92;92;70;69;40;62;65;49;99;62;29;78;100;96;62;32;99;37;2;96;19;91;67;19;76;83;12;90;65;23;28;44;43;31;13;42;71;86;22;61;85;55;30;4;4;91;78;75;0;72;95;18;46;14;15;94;4;69;90;47;77;
68;65;33;49;52;65;19;95;75;49;85;75;45;93;88;61;14;67;52;39;39;8;91;7;94;40;90;13;14;52;28;40;36;12;84;93;21;11;67;20;77;88;35;5;14;20;62;64;91;75;28;73;56;23;25;44;52;14;5;56;25;28;29;46;87;97;22;58;43;56;77;33;59;6;68;72;43;21;80;26;
79;20;15;68;0;89;97;84;31;43;17;86;52;74;54;67;13;60;57;73;85;59;88;53;37;72;33;42;57;9;28;3;93;91;49;38;13;86;100;85;11;52;94;59;86;43;67;7;55;94;64;12;65;28;52;75;45;39;53;89;20;77;59;49;27;57;53;42;69;49;6;43;85;67;87;95;83;6;99;56;
13;43;95;52;81;73;18;14;25;29;41;65;4;15;19;93;70;92;52;94;56;4;13;47;24;11;66;28;48;1;24;28;43;69;6;26;74;7;8;54;24;12;2;100;20;91;48;89;9;43;24;53;40;68;78;32;45;23;50;56;52;23;60;15;25;85;58;32;53;57;33;88;85;12;82;71;31;91;46;35;
0;92;87;70;2;12;6;24;7;48;87;35;5;34;72;61;55;14;28;10;4;71;68;16;27;6;33;90;27;60;65;40;61;17;76;96;70;87;50;80;22;75;26;12;75;78;96;64;5;47;46;87;40;24;78;22;30;33;53;3;47;35;82;97;57;1;79;10;11;36;82;1;8;98;78;41;97;31;52;100;
90;16;44;61;83;37;37;31;51;100;66;47;73;49;89;24;11;88;81;27;89;100;47;56;77;94;5;43;17;32;60;15;58;29;41;72;39;85;63;72;83;72;51;45;81;88;63;45;15;1;41;70;20;1;39;22;98;56;26;34;48;51;39;39;77;28;48;37;5;66;71;28;91;15;95;91;65;63;26;30;
18;84;0;45;73;15;54;11;100;19;40;63;90;79;87;59;29;73;42;39;100;77;75;51;97;59;18;88;17;76;28;98;68;34;40;9;74;10;40;54;21;52;75;77;3;83;13;100;19;12;78;87;72;99;63;17;90;17;1;39;37;56;63;90;42;3;88;97;44;99;3;46;66;43;44;48;63;40;94;82;
35;50;19;82;63;21;86;59;60;72;62;12;52;76;27;18;66;57;33;13;32;86;39;13;49;27;95;14;80;68;57;26;43;60;44;93;50;36;87;24;43;96;64;1;3;13;23;97;36;49;89;13;80;69;14;92;9;87;73;72;88;20;73;37;36;44;50;71;2;100;29;58;66;69;16;83;40;25;43;83;
52;2;0;19;4;12;18;97;84;7;22;90;40;90;38;1;19;90;68;62;49;16;99;36;96;53;12;59;59;67;25;12;80;14;48;56;59;72;47;70;91;100;80;85;72;85;37;87;65;91;62;14;75;1;56;65;85;74;73;74;23;11;1;94;32;83;17;80;88;50;74;27;3;61;19;82;49;15;47;13;
25;60;42;17;0;92;48;39;31;3;23;22;89;91;71;79;58;17;42;18;59;5;22;37;3;97;37;13;54;89;0;11;6;78;1;81;93;5;36;14;27;87;94;96;2;69;1;82;68;38;17;72;85;70;17;81;1;87;19;69;22;23;97;70;59;97;42;44;63;85;58;23;11;32;17;86;59;41;59;79;
19;29;41;9;65;24;36;49;65;50;49;43;81;55;24;17;23;72;49;10;96;35;14;24;29;57;52;94;59;12;90;56;88;9;13;23;12;86;89;69;94;79;93;82;66;3;53;30;25;18;94;4;1;67;40;41;48;65;93;58;33;42;15;65;56;76;49;51;9;22;4;33;52;32;5;68;22;48;3;95;
2;98;58;17;71;58;62;83;8;88;65;59;58;88;95;89;95;88;62;96;5;3;60;49;44;100;51;76;72;36;86;89;15;84;17;0;45;64;48;10;60;41;58;5;34;94;5;93;56;65;70;48;24;58;1;83;8;25;81;88;25;11;88;44;85;33;75;68;75;41;50;34;7;6;51;58;1;10;64;26;
77;78;29;46;45;33;67;47;17;48;75;68;30;23;85;93;45;68;37;78;4;88;82;78;86;80;52;55;33;15;33;23;75;19;87;77;64;48;7;37;53;30;23;6;3;82;21;86;8;77;62;89;35;93;6;20;6;47;3;27;28;59;9;0;72;15;59;10;2;71;10;8;56;96;76;87;20;4;38;44;
54;44;58;50;21;37;0;61;45;29;34;76;78;43;18;6;85;80;13;69;24;79;21;41;46;24;15;65;72;54;8;49;6;11;82;72;81;48;51;20;89;50;56;98;42;87;51;40;91;52;74;37;20;69;45;45;56;51;55;37;53;63;38;86;99;53;88;1;85;70;24;48;30;90;36;97;94;2;45;66;
83;6;9;75;97;61;62;1;0;25;35;41;61;75;67;57;56;33;77;75;97;21;94;61;41;45;65;12;24;3;69;74;18;53;68;56;57;79;89;62;19;34;35;24;68;74;39;0;81;86;10;42;35;91;88;24;68;94;65;64;64;16;40;71;48;74;1;79;14;11;18;92;18;14;79;99;60;54;67;67;
53;43;5;54;30;24;66;32;53;80;0;56;8;9;70;97;40;77;96;32;96;80;23;39;91;9;55;4;51;6;60;37;89;35;60;90;99;93;15;12;58;49;44;55;5;15;41;95;7;40;11;70;18;93;89;54;97;85;5;79;99;1;9;81;52;15;72;4;42;66;21;14;47;30;40;9;72;12;11;42;
73;34;81;25;14;1;93;67;34;96;46;86;95;17;21;89;49;81;76;55;91;35;100;40;78;73;13;76;44;37;53;43;3;50;51;5;40;39;79;33;51;11;6;91;22;40;11;48;74;75;53;13;70;52;88;60;99;47;75;82;23;41;49;64;20;33;85;58;51;57;55;33;47;19;10;58;18;98;59;88;
5;86;34;79;78;77;23;97;16;22;25;65;81;51;49;96;71;1;44;55;12;50;93;7;73;67;14;48;65;26;57;57;45;27;84;96;11;5;54;79;75;91;46;4;4;74;92;91;51;8;30;14;10;34;44;3;79;63;47;67;33;96;96;29;100;59;78;65;36;64;56;23;39;85;68;80;94;72;40;7;
97;96;40;18;17;2;75;11;61;42;52;9;79;4;59;65;90;83;19;82;64;17;60;30;99;2;34;94;40;43;71;92;32;17;27;73;1;99;60;1;54;46;24;67;71;87;83;1;92;65;43;1;55;86;10;18;39;61;6;63;10;76;76;70;49;20;40;51;3;82;0;47;32;39;17;79;68;92;89;85;
58;15;74;92;13;85;23;24;28;14;83;18;33;23;48;72;40;98;38;32;93;31;38;14;56;59;36;46;79;45;78;76;39;64;59;74;11;35;10;30;86;50;15;84;33;74;36;84;28;73;44;13;79;65;54;84;74;67;96;48;78;32;71;2;45;57;19;30;25;29;72;89;96;57;27;16;13;40;33;91;
60;79;37;67;85;6;39;33;75;65;63;10;4;0;31;37;15;29;15;55;84;7;47;97;3;64;17;82;26;40;59;29;30;87;82;93;57;77;51;66;74;96;66;14;96;64;28;53;20;1;80;40;11;70;63;55;96;69;9;70;54;14;55;14;50;98;56;44;63;57;48;36;1;73;98;55;54;87;79;80;
3;83;12;55;20;44;68;35;54;64;20;80;90;77;48;30;22;83;33;57;67;41;66;41;72;11;84;77;28;41;76;66;19;67;9;30;17;93;85;4;20;10;56;99;71;63;31;42;52;34;57;31;2;91;82;56;91;98;19;11;19;11;58;56;21;31;44;63;21;31;11;9;97;36;53;64;90;44;57;29;
52;59;23;75;46;79;16;4;1;72;4;87;90;98;40;77;60;43;56;16;80;43;6;74;0;100;93;47;100;26;54;18;53;91;36;46;78;69;43;72;58;76;2;58;8;3;44;85;95;57;32;71;86;45;35;9;50;31;2;81;29;90;10;57;7;37;14;81;40;68;75;98;19;86;2;29;14;94;33;22;
49;70;18;30;62;56;44;9;56;98;93;11;39;15;72;69;23;64;99;3;91;58;42;37;23;89;73;34;16;26;30;69;69;1;61;8;73;58;92;67;32;39;4;54;85;35;0;91;76;66;88;24;25;51;17;91;82;64;43;50;87;10;61;70;4;53;91;19;99;100;84;10;65;66;92;87;94;64;31;38;
76;35;57;57;37;71;2;52;25;41;97;97;63;62;73;66;98;66;1;52;77;59;16;36;43;39;68;50;21;3;10;20;71;64;32;0;18;11;58;34;1;61;50;76;86;91;22;9;57;60;87;99;27;37;98;21;23;10;24;99;33;79;92;28;41;8;80;30;68;5;10;62;72;98;67;56;77;51;93;58;
26;84;47;15;62;61;91;85;81;85;91;63;3;84;54;23;16;88;92;74;28;68;18;3;58;33;28;33;4;7;79;1;10;35;16;5;54;69;78;97;49;79;53;87;9;40;16;41;60;7;76;99;47;16;37;15;5;79;44;98;58;10;37;18;46;100;97;20;86;2;24;70;97;56;79;33;94;22;86;62;
25;32;48;62;22;32;56;91;93;46;16;66;83;62;0;31;66;69;97;69;66;34;100;50;39;19;76;84;44;81;28;40;21;75;25;43;31;47;33;8;44;20;13;89;17;39;55;31;10;25;86;35;83;33;9;79;79;60;96;16;97;69;78;5;12;74;8;35;7;14;3;12;44;13;64;69;89;2;98;67;
27;45;70;55;88;29;98;24;42;59;34;48;29;47;2;87;50;93;24;98;99;59;29;59;45;4;67;35;10;95;70;25;55;64;81;20;39;98;31;47;78;30;85;17;95;83;38;52;20;57;59;21;8;7;97;36;65;15;45;37;47;95;68;76;44;7;6;2;66;57;12;89;94;31;78;93;55;29;5;39;
42;86;80;47;58;93;85;55;58;54;15;96;8;91;39;1;85;54;42;83;89;68;10;75;73;80;54;37;33;89;18;31;62;35;64;2;97;45;30;22;55;84;20;77;98;15;24;98;37;54;95;25;69;68;17;57;92;38;2;73;91;19;48;97;76;15;1;91;36;65;47;54;18;91;93;82;27;83;86;9;
12;49;63;1;78;23;24;23;2;67;28;61;14;18;67;81;7;38;63;75;75;84;44;36;54;94;62;26;18;95;69;100;81;64;25;40;13;51;54;73;18;12;5;0;5;48;11;63;61;37;31;32;45;51;98;73;28;47;16;38;56;32;85;40;10;48;85;20;79;12;11;86;62;43;66;94;67;15;14;11;
41;53;51;10;2;22;77;42;31;39;99;83;46;5;6;11;19;44;85;55;53;52;17;56;4;43;7;92;43;98;25;25;43;41;63;82;90;85;10;21;62;89;17;52;79;70;54;40;54;76;78;94;74;82;47;1;25;8;79;27;50;0;46;41;44;99;13;16;38;41;4;78;28;28;86;68;7;98;47;44;
2;74;15;16;58;79;19;30;6;98;56;20;12;32;82;6;100;20;25;75;22;58;62;16;11;43;19;61;74;50;14;15;81;80;11;66;77;55;95;43;34;1;62;6;81;71;35;95;99;76;54;12;43;17;27;68;93;92;17;56;77;74;29;79;23;5;96;31;42;33;99;8;75;33;74;100;13;35;79;39;
87;34;62;91;87;61;55;20;57;73;72;35;59;27;59;32;63;11;69;59;52;74;54;32;88;95;60;28;42;10;20;34;60;70;37;100;15;30;94;26;78;8;38;72;91;34;28;27;0;86;84;40;60;47;39;57;77;63;36;72;50;14;87;19;23;81;80;68;1;32;18;76;43;61;54;14;43;32;70;19;
53;72;30;15;87;48;9;9;18;0;89;45;71;72;36;100;67;68;67;33;93;19;20;33;91;33;45;79;24;66;38;49;52;14;72;46;82;65;41;71;70;58;44;27;83;80;87;13;82;89;31;0;35;71;30;57;55;34;44;89;80;51;12;90;49;95;12;50;54;46;18;8;24;85;26;92;100;75;47;5;
47;46;4;36;88;19;38;28;7;81;75;87;45;31;56;100;16;19;23;10;49;18;92;12;83;39;13;13;38;41;73;1;14;6;38;27;28;59;88;53;88;78;85;45;91;49;86;85;7;3;49;6;67;2;34;71;52;48;40;98;41;86;49;37;56;63;18;52;37;47;73;34;26;0;11;24;59;35;10;90;
9;14;14;37;35;51;41;77;2;49;37;78;47;98;88;91;87;76;96;42;0;47;18;94;94;87;1;90;2;31;17;49;10;61;42;86;36;80;45;17;37;4;30;35;17;48;31;5;84;3;40;96;13;4;86;51;0;8;75;6;55;67;47;1;63;4;9;56;96;81;14;43;23;34;33;57;13;65;55;85;
67;40;22;41;46;94;79;70;50;12;55;33;96;4;67;70;45;88;93;10;96;64;0;73;84;86;20;65;76;87;44;35;51;37;62;49;38;25;79;43;93;73;97;48;81;50;1;33;11;45;61;91;83;14;13;86;42;28;0;59;79;91;80;6;49;88;55;54;16;90;90;42;98;19;19;13;87;16;75;48;
